FID,Planet,planet_norm,Region,Sector,System,Grid,X,Y,arcgis_hash,deleted,Canon,Legends,zm,name0,name1,name2,lat,long,ref,status,CRegion,CRegion_li
4118,Sardoran,sardoran,Core Worlds, ,Sardoran system,M-11,0,0,518ea5331f47d8949294f4f78c3a8c6daa94bc49339c2ef3d32e30f10d688be6,0,0,1,0, , , ,0,0, , , , 
4119,Sareet,sareet,Outer Rim,Stensen Sector,Sareet system,I-17,-4190.12,-10634.41,0705ed0794c031c9c22d526a157befeb65446e121820f98a854a1900dc19931f,0,0,1,3, , , ,-68.6221542226,-37.6404945643, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
4120,Sarina,sarina, , , , ,0,0,fdd8404e4a7645735c2526b4052e3c3bfeb7ccec4cdc83e9836ae507f50742c7,0,0,1,0, , , ,0,0, , , , 
4121,Sarranket,sarranket,Expansion Region,Brevost sector,Sarranket system,O-15,0,0,1588feda38431b3f19ea75617174f8f8ed7f5a044cf467aac099ba511b0d1be4,0,0,1,0, , , ,0,0, , , , 
4122,Sarrelon I,sarrelon i,Expansion Region,Brevost sector,Sarrelon system,O-15,0,0,8064d41e4deb874f7a0bee2a051616fa581a2edbbd2f19bbdac919a585fae070,0,0,1,0, , , ,0,0, , , , 
4123,Sarrelon II,sarrelon ii,Expansion Region,Brevost sector,Sarrelon system,O-15,0,0,94d27c990aa7dec158effc5455c18c1e0d1f7aeabb557c33e742006a380c1d61,0,0,1,0, , , ,0,0, , , , 
4124,Sarrelon III,sarrelon iii,Expansion Region,Brevost sector,Sarrelon system,O-15,0,0,992256b8fc447d5b7a6f22496756bfb9fe4a61291d673669eb7e350064b5c243,0,0,1,0, , , ,0,0, , , , 
4125,Sarrelon IV,sarrelon iv,Expansion Region,Brevost sector,Sarrelon system,O-15,0,0,1fcdc0739b2cb9953f178bd65d2690ecc57e2ab216af3bb396bfa21cc9f047e8,0,0,1,0, , , ,0,0, , , , 
4126,Sarrelon V,sarrelon v,Expansion Region,Brevost sector,Sarrelon system,O-15,0,0,70f91981545737e4e59e9aa08231112dcaadb84df307f1ff19d6f7d303f2ec38,0,0,1,0, , , ,0,0, , , , 
4127,Sarrelon VI,sarrelon vi,Expansion Region,Brevost sector,Sarrelon system,O-15,0,0,c4fb0dc14ff66d5791cf29ca9e01ab2ffbe4b614a91a416c1780b206d3eff922,0,0,1,0, , , ,0,0, , , , 
4128,Sartoy,sartoy,Outer Rim,Mieru'kar sector,Sartoy system,N-3,0,0,f9811e66a0100c0c2ea4e9145d6736236714b26f0c9bb31b51060034842a958e,0,0,1,0, , , ,0,0, , , , 
4129,Sasan,sasan,Core Worlds,Corellian sector,New Plympto system,M-11,0,0,2ca2a813e8b0dace55335edf1a713f9a4421b7e33cb6122074f2e038082e4fe9,0,0,1,0, , , ,0,0, , , , 
4130,Sat'Skar,sat skar,Outer Rim,Elrood sector,Coyn system,M-20,0,0,8ee33346dd78a3c21e291790bbd33f9ec66547bbb6f54f7133220a9a612e4ae9,0,0,1,0, , , ,0,0, , , , 
4131,Satotai,satotai,Outer Rim, ,Five Points system,M-20,0,0,d9f621339dcb0cd838b68316fb55eef011d209217e48be08e837f3710ba20c16,0,1,0,0, , , ,0,0, , , , 
4132,Savrant,savrant,Expansion Region,Brak sector,Bacrana system,O-14,0,0,3839f67b52a31d37c8786051c471846cabcd26ebeb737dab85f154db56944407,0,0,1,0, , , ,0,0, , , , 
4133,Sayblohn,sayblohn,Mid Rim,Quess sector,Sayblohn system,N-16,0,0,53076148869205b411756a1f3c21ad117eeca3aa701bf799fe898e0df8db982d,0,0,1,0, , , ,0,0, , , , 
4134,Sebaddon,sebaddon,Mid Rim,Freestanding subsectors,Sebaddon system,Q-11,0,0,cb4d08989eddcf9936d33a77a71efcb13dc62ecf55aec90f5a2c7376616d1c7c,0,0,1,0, , , ,0,0, , , , 
4135,Sebiris,sebiris,Outer Rim,Kathol sector,Sebiris system,M-21,0,0,3c149cbd2c69ab49ee5631820d515c6fddbc76258e1af57da1b8c089c68e55b0,0,0,1,0, , , ,0,0, , , , 
4136,Secundus Ando,secundus ando,Mid Rim,Lambda sector,Secundus Ando system,Q-15,0,0,a58c56dc9cbdd799c386235238c65e21916afbbb3d39419e5bea88ebc02870cf,0,1,1,0, , , ,0,0, , , , 
4137,Sedri,sedri,Outer Rim,The Periphery,Sedri system,S-8,0,0,fe0f7193e56908f3165f6e7585f569f74abe95e3018c48bb33aaeb817246c01f,0,0,1,0, , , ,0,0, , , , 
4138,Seezar's Planet,seezar s planet,Outer Rim,Jjannex sector,Seezar's Planet system,L-19,0,0,ca62760a66f254e3ea594945a8b68c811f1a770f29ba9527921c1f1264557536,0,0,1,0, , , ,0,0, , , , 
4139,Seffi,seffi,Core Worlds,Darpa sector,Rhinnal system,L-9,0,0,67baed98ae51760fcbb36c8ab0b464b48a8936a3c4dfa2ecc89821cc970a10fc,0,1,1,0, , , ,0,0, , , , 
4140,Sefon,sefon,Colonies,Tapani sector,Sefon system,L-13,0,0,897768147343625faaf36f08d7a67ae9cb8fcce4e03e816f703cd0752deaab65,0,0,1,0, , , ,0,0, , , , 
4141,Seft,seft,Expansion Region,Brak sector,Genesia system,O-14,0,0,79ceca8e2f920def5d3a8a789c31035d3a38c75066ce91789fe90187b80bf98b,0,0,1,0, , , ,0,0, , , , 
4142,Seftek,seftek,Outer Rim,Vorzyd sector, ,R-6,0,0,d660af326cbccc23ffc3ec51a8ab8250f9b532470414f8701b673f7b47f02786,0,0,1,0, , , ,0,0, , , , 
4143,Seikosha,seikosha,Outer Rim,Nembus sector,Breago system,P-4,0,0,d53043e9cff375760f8a5a98641f3921d38cdb50f4af8685b23d4b322c79b53b,0,0,1,0, , , ,0,0, , , , 
4144,Seitia Prime,seitia prime,Outer Rim,Seitia sector,Seitia system,K-19,0,0,452c7a6852d7e468a11e04f0c8001706c892d021953027aa4c07a3c726188536,0,0,1,0, , , ,0,0, , , , 
4145,Selaggis VI,selaggis vi,Outer Rim,Quelii sector,Selaggis system,N-6,0,0,d413f9ea48deb683a585c5ae423f04b3b69f75839c9d3a400fac7b7a8b8be81b,0,0,1,0, , , ,0,0, , , , 
4146,Selgon,selgon,Core Worlds,Azure sector,Axum system,L-9,0,0,7a35772fe6958d9efac23489be1fb32c11bb841c279c056709e98fd4a6f35504,0,0,1,0, , , ,0,0, , , , 
4147,Sellasas,sellasas,Outer Rim,Jjannex sector,Sellasas system,L-18,0,0,a1a9ff4f43f9a4070c42ada6242cc68a7d27986c3dfbd1b99865e5a2e2c4f9d1,0,0,1,0, , , ,0,0, , , , 
4148,Selnesh,selnesh,Mid Rim,Irishi Sector,Seltaine system,K-6,-329.95,4707.5,5868617ba87dcb4fb2a8d8677e99d135e182508e5a18c2fc26151732c0b02aec,0,0,1,2, , , ,38.9009977101,-2.9639661936, , ,New Territories,https://starwars.fandom.com/wiki/New_Territories
4149,Selonia,selonia,Core Worlds,Corellian sector,Corellian system,M-11,0,0,35d0eecb8ecf3f05f378df0eb96578052670fb4457f8c5ec35952984282c00b5,0,0,1,0, , , ,0,0, , , , 
4150,Seltaya Major,seltaya major,Outer Rim,Mieru'kar sector,Seltaya Major system,O-3,0,0,a2dabd137777c267bef13d213207c5b78fe68a621b51bf5a406a4d6a8bb7df3d,0,0,1,0, , , ,0,0, , , , 
4151,Seltaya Minor,seltaya minor,Expansion Region,Kira Sector,Ropagi system,N-16,3967.23,-9025.84,588ef46650d9589a0d4292596faadd55b669315b1e2238e1a009b74ea6c6fe88,0,0,1,3, , , ,-62.6949566538,35.638269933, ,in other system,Trailing Sectors,https://starwars.fandom.com/wiki/Trailing_Sectors
4152,Senna,senna,Outer Rim,Kessel sector,Kessel system,T-10,0,0,4bbccaf1048a546860e06b8fcbb447505dd841512dd76f35ffc61de63ad213ec,0,0,1,0, , , ,0,0, , , , 
4153,Sennatt,sennatt,Mid Rim,Bothan sector,Sennatt system,R-14,0,0,75c1ae800a7cb2eaa9edca71353a75ec71938d51202ba73230ace5968880790d,0,0,1,0, , , ,0,0, , , , 
4154,Sennoa,sennoa, , , , ,0,0,12be87b31e58c343af65948b652969cc9cd17f8f0768f8a1535bd7c229d51b44,0,0,1,0, , , ,0,0, , , , 
4155,Sep Elopor,sep elopor,Outer Rim,Calamari sector,Calamari system,U-6,0,0,042aa2a6e3f2b6e31680b2a741330b870803bd2b3d2320cc99a016f4e86d78af,0,0,1,0, , , ,0,0, , , , 
4156,Seregar,seregar,Outer Rim, , ,U-9,0,0,c14703ac21c70a3226127fbeb9f805eb3c52169c081cf85c3b85196f7be21cac,0,0,1,0, , , ,0,0, , , , 
4157,Serenity,serenity,Mid Rim,Tashtor sector,Serenity system,J-16,0,0,88a863a098026e84916e599c606244bca058071a2e1ba22fd95aae221b9a9c33,0,0,1,0, , , ,0,0, , , , 
4158,Sergia,sergia,Inner Rim, , ,P-5,0,0,bfebf26f9e2fe566791ad791342af00797559fb4d976362bb099d5750ab744be,0,1,0,0, , , ,0,0, , , , 
4159,Serias,serias,Wild Space, ,Serianan system,P-2,0,0,3f73dea3bbf3265ea18d9f2c1ec200b7818ba0adcb20e8c80ebd4a3cd447e62a,0,0,1,0, , , ,0,0, , , , 
4160,Sermeria,sermeria,Expansion Region,Locris sector, ,O-8,0,0,1561dbac18a53c70aac58040d5517c420475259dc7809605b4fd7128f08de410,0,0,1,0, , , ,0,0, , , , 
4161,Sern Prime,sern prime,Colonies,Sern sector,Sern Prime system,L-13,0,0,08ca85bcf9986b186ee59b2e1264d7e5b8864502f75061e3ec670da6c74b0f83,0,1,1,0, , , ,0,0, , , , 
4162,Serob 6,serob 6,Core Worlds, ,Serob system, ,0,0,3e461d90a0d46b1dcda421a56674d398a304ea6598fb94d394336904e893592d,0,0,1,0, , , ,0,0, , , , 
4163,Serphidi,serphidi,Outer Rim,Sanbra sector,Belial system,N-17,0,0,c087bccf56843ec2ac46c79b27a7366bb45bc36f472c90e6c7f9118806418cae,0,1,1,0, , , ,0,0, , , , 
4164,Serpine,serpine,Outer Rim,Illisurevimurasi sector,Serpine system,Q-4,0,0,e4e57d12288bfa7f2cd34eae9ee37d8e4024285a0b8c6f9f93f3fe9c7c065e6a,0,0,1,0, , , ,0,0, , , , 
4165,Serrata,serrata,Outer Rim,Elrood sector,Derilyn system,M-19,0,0,d3ed76e3f7d5122e3ced4ca09cbe28f49fcb9ee7f58aed1431a4300f2eccd8cf,0,0,1,0, , , ,0,0, , , , 
4166,Sesid,sesid,Outer Rim,Corva sector,Sesid system,P-4,0,0,eb3c51b5e97ee945534506239d5d695687fb9ffd0944901912a7a0ed88fe13e8,0,1,1,0, , , ,0,0, , , , 
4167,Sessa,sessa,Mid Rim,Bothan sector,Kothlis system,R-14,0,0,30f975627557c03c5b6da72b39614ed068baefde75e110a4169dd8c823e1c8f6,0,0,1,0, , , ,0,0, , , , 
4168,Sestooine,sestooine,Outer Rim,Relgim sector,Sestooine system,L-5,0,0,79cc105e2f7309254bfe1c20acb6d44b31089f128c8dc53740a062c8b3544d05,0,0,1,0, , , ,0,0, , , , 
4169,Seswenna,seswenna,Outer Rim,Seswenna sector,Seswenna system,M-18,0,0,36c0655310d8e8f5280f229b104b6d6a40342674917ee3e88139b0941c6592ff,0,1,1,0, , , ,0,0, , , , 
4170,Setolio,setolio,Colonies,Tapani sector,Setolio system,L-13,0,0,37d53dd39b0e43d141ea833a4af06481e0f493792e58ad77a4d2f7f0ef349e4e,0,0,1,0, , , ,0,0, , , , 
4171,Setor,setor,Colonies, , ,L-8,0,0,8357cd89cbeb5be8a8de6bf13898b9a67d1b4786c2eb29e6d5be47e5949ecef1,0,0,1,0, , , ,0,0, , , , 
4172,Sevetta,sevetta,Outer Rim,Sevetta sector, ,T-16,0,0,523f8ceff4cff2708d4424fa45267a8fc7deb3476a9ec5d295c00c3a5836c4e4,0,0,1,0, , , ,0,0, , , , 
4173,Seylott,seylott,Outer Rim,Sarin sector, ,P-18,0,0,e907f1c2113daf3c8aa0016391cf730afb119c2eb8b8bcf3d9fd501170d7a5ee,0,1,1,0, , , ,0,0, , , , 
4174,Sha Qarot,sha qarot,Deep Core, ,Sha Qarot system,P-18,0,0,f1faaae0d56550ad8b06f96b5fe0efb1dfc0881d55c7dcae715132f5e083b8a2,0,1,0,0, , , ,0,0, , , , 
4175,Shadren V,shadren v,Outer Rim,Belsmuth sector,Shadren system,O-6,0,0,39c6982fed4e1ec3661d52bf0c89eddd89bfc41ed3f07f48b0dca6560de9745b,0,0,1,0, , , ,0,0, , , , 
4176,Shallow March,shallow march,Outer Rim,Mortex sector,Shallow March system,S-5,0,0,f0919a410156e838dcbf82d54bc7ed41a75feba17cd8b9d8097fc97ca738c5bd,0,0,1,0, , , ,0,0, , , , 
4177,Shalm,shalm,Outer Rim,Zuma Sector, ,H-16,-5396.62,-10256.45,8482f901238a3e143b3660585d97fa92ca77ad207545b17e5a9fabb1ef12efe3,0,0,1,3, , , ,-67.3498316693,-48.4786467145, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
4178,Shalyvane,shalyvane,Outer Rim,Indrexu sector,Shalyvane system,S-5,0,0,ca867f77cbab20698ad41cf32e13961c269906aefd1b9b2e82fa4f9ff0133599,0,0,1,0, , , ,0,0, , , , 
4179,Shantipole,shantipole,Mid Rim, , ,S-5,0,0,d4b0c6ea0094409f06a39a528b35fc067446ccb8dfea2123ebe64a7826eb189c,0,1,0,0, , , ,0,0, , , , 
4180,Shar'Ack,shar ack,Outer Rim,Atrivis sector,Shar'Ack system,L-5,0,0,43647178b5e350727e424623bd826b3a6c2fe066b12804b63b114710e5b48d34,0,0,1,0, , , ,0,0, , , , 
4181,Shatuun,shatuun,Outer Rim,Kathol sector (Outback),Shatuun system,M-21,0,0,2adf1b00161dda2aa85cb83cc40237928b1aa11e0d92c194f67709829a10fc1f,0,0,1,0, , , ,0,0, , , , 
4182,Shawti,shawti,Hutt Space, ,Shawti system,S-9,0,0,b861913f2605da0f32fd1eca8ca09a52df6337fd4badf1d32828759db7711054,0,0,1,0, , , ,0,0, , , , 
4183,Shaymore,shaymore,Expansion Region, ,Shaymore system,N-14,0,0,15b425039dbcd8b21b2cfba0f3c7138aaff43ef068f7fbb7b7d9aa7a3dbcf5d6,0,0,1,0, , , ,0,0, , , , 
4184,Shella,shella, , , , ,0,0,b5775e18424051d5a832bf831af0d382a91e1907fa7e52a45481d69897569b31,0,0,1,0, , , ,0,0, , , , 
4185,Shella,shella, , , , ,0,0,9dc1adc8048981aba67b242dea797527e125dfa452b5fa5e59b17da97310c9a4,0,0,1,0, , , ,0,0, , , , 
4186,Sheris,sheris, , , , ,0,0,1a408fda6deac5d81b5fe8ec1431acec6c08b83ab9ff8bdd96711f6aac7a0edc,0,0,1,0, , , ,0,0, , , , 
4187,Shesharile,shesharile, , , , ,0,0,405bddb54dea6b9c0677bb9339984444891696d79cff875634d1ed9c07c3dc23,0,0,1,0, , , ,0,0, , , , 
4188,Sheva,sheva, , , , ,0,0,0abcd5b1522b4c63f54132be5bdffe434098e1fba5a70be0a415b8cc3f57de46,0,0,1,0, , , ,0,0, , , , 
4189,Shifa,shifa, , , , ,0,0,84b5448bf878dc832bb986bb52cd03292e9e080505562d40bafb33db39ebdf54,0,0,1,0, , , ,0,0, , , , 
4190,Shikitari,shikitari,Unknown Regions, ,Shikitari system, ,0,0,a805bb271c1d82be021ef0f15f51643dc7ea84d4c1ccaaa434dafa08a035ce82,0,0,1,0, , , ,0,0, , , , 
4191,Shimia,shimia,Outer Rim,Dalchon sector,Shimia system,R-17,0,0,e7fc13cdb3c4e9af8d3addb220625d79a07c6a8294b70f13d33ceac3ad36382e,0,1,1,0, , , ,0,0, , , , 
4192,Shimmer,shimmer, , , , ,0,0,f6e0e93322bd83f15291d84e6c94b9cf749b4c7bc88138c9ca68d88f0156be88,0,0,1,0, , , ,0,0, , , , 
4193,Shindra,shindra, , , , ,0,0,eaf29c7256f32d2eec159314cdcdefe79f40f6422e7b965f79408d5883a4ee24,0,0,1,0, , , ,0,0, , , , 
4194,Shintel,shintel, , , , ,0,0,687f60f7ec5a82f549253ad1f4f4de201e1d6bbcc1b7647d4f3ad2fb14e00600,0,0,1,0, , , ,0,0, , , , 
4195,Shogun,shogun, , , , ,0,0,3983ccdd86b3f9023529b1d28abce33e08f6cf8c6351fe1b7cfa6ad1c0b12e21,0,0,1,0, , , ,0,0, , , , 
4196,Shopani,shopani, , , , ,0,0,79aa9a33db2f19ce62dc5ff958d5d330537871d4adcac6d2edc946c2d2ebb5bd,0,0,1,0, , , ,0,0, , , , 
4197,Shownar,shownar, , , , ,0,0,2a23ea08b09c71791ef6f0ec08c58033b68fd7286b6126e69b89ac9a8be5e048,0,0,1,0, , , ,0,0, , , , 
4198,Shron,shron, , , , ,0,0,ba443607538409356c477f80866dfc2ecebf5834a411a18352b857871f89f938,0,0,1,0, , , ,0,0, , , , 
4199,Shu-Torun,shu torun,Mid Rim, , , ,0,0,a91eb2b3204231db27be8e949af315c04cdec2b2154c69ab040a73c9e5d3c96e,0,1,0,0, , , ,0,0, , , , 
4200,Shud,shud, , , , ,0,0,d1a1052ad8942c107776b0bc77dc9ab26127f71e139c7261754b70134badfa55,0,0,1,0, , , ,0,0, , , , 
4201,Sibensko,sibensko,Expansion Region, , , ,0,0,51c8e97e9a4f097c70ecfc5e85e2e6a481c69ab8fc168e6b195bc95bf89cd752,0,1,0,0, , , ,0,0, , , , 
4202,Sibisime,sibisime, , , , ,0,0,149d76237215f4da4e466d6acf73ba9763aba3b397ad0493a7769f8fb42e1f25,0,0,1,0, , , ,0,0, , , , 
4203,Sif'kric,sif kric, , , , ,0,0,0a7f960d5576d7fbb3128fbcc9e12b7c89853e206beb0810ee4157bf971ebfb9,0,0,1,0, , , ,0,0, , , , 
4204,Sifuchi,sifuchi, , , , ,0,0,ff21706b64e7b590b5c9ef5674fe7f7d0bb550d70db8325d28809a6480cefe01,0,0,1,0, , , ,0,0, , , , 
4205,Sileron,sileron, , , , ,0,0,81a091429a5ef8f277930c196d90dcf05b42d32386c9b290bbbc1d816bbed33d,0,0,1,0, , , ,0,0, , , , 
4206,Siluria III,siluria iii, , , , ,0,0,081d99e13f2967b168b552f30c7c7c16882bada64a2adea4c88a00df9efd0004,0,0,1,0, , , ,0,0, , , , 
4207,Simento-Threk,simento threk, , , , ,0,0,4cfd7440ceb017218d1cb510b3e9e0a2bdbff00d9dc13f5b1a09e50b8346b3a1,0,0,1,0, , , ,0,0, , , , 
4208,Simocadia,simocadia, , , , ,0,0,fb679dbbbd5d792c85d9d0006b5b1ef2e948d8ad62a2968b1a25eed23e7b7a5d,0,0,1,0, , , ,0,0, , , , 
4209,Simus Minor 1,simus minor 1, , , , ,0,0,78226c53736d77f56dfcfb18af37d6c0853c85dfe7178015b21ff5e92ca36363,0,0,1,0, , , ,0,0, , , , 
4210,Simus Minor 2,simus minor 2, , , , ,0,0,73c25fe5ae53829aec9db0aadb69166582ffb905e92c221a2c5cd13f6c6c21a9,0,0,1,0, , , ,0,0, , , , 
4211,Sinal,sinal, , , , ,0,0,3bfbd20369318fd02113e6d119e8e553f657e49a9cb38943ffe31a906e2fa8dc,0,0,1,0, , , ,0,0, , , , 
4212,Sinded,sinded, , , , ,0,0,3756ca24ffaad95c7e8ca84b0875de65ebd1a709942421c085687d2b50f57f44,0,0,1,0, , , ,0,0, , , , 
4213,Sinkar,sinkar, , , , ,0,0,6683654163cd846998d4ae1d39d77dc45b252c12c451bad792ab75ecfdcf2553,0,0,1,0, , , ,0,0, , , , 
4214,Sirdar,sirdar, , , , ,0,0,22a614da958ab688a28621791df2c9ea5211c51f924a317f5871267bc2223c85,0,0,1,0, , , ,0,0, , , , 
4215,Sirilla,sirilla, , , , ,0,0,f77e8fe0fae3a95138290d510ea304ac433aa5cb70dddc11c5eba25d5cbed7ec,0,0,1,0, , , ,0,0, , , , 
4216,Sisk,sisk,Outer Rim,Calaron sector,Sisk system,U-9,0,0,acb9864704c740dcf5c09d2ab7db3367c5d3102aacf29f583f92ad8f37878c80,0,1,1,0, , , ,0,0, , , , 
4217,Sissubo,sissubo,Core Worlds,Bormea sector,Chandrila system,L-9,0,0,db796e4022941fa5c87a072dd6834ec5a2ba30de3f6b9424d2e9a6b7216c088e,0,0,1,0, , , ,0,0, , , , 
4218,Skann,skann, , , , ,0,0,3a45f3219f90d4518a257dda03a29d6ff291d9c79213ac95021d730648be2dc6,0,0,1,0, , , ,0,0, , , , 
4219,Skaradosh,skaradosh, , , , ,0,0,08018efa2d4829d67d50370aecda6ca270da6f8a0454e10c20ccab8f52bfd226,0,1,0,0, , , ,0,0, , , , 
4220,Skeressa,skeressa, , , , ,0,0,4bcf6ee608dceb39ff6ef4adec3fae462afa524b97d55effd62d92ed68d683d4,0,0,1,0, , , ,0,0, , , , 
4221,Skorii-Lei,skorii lei, , , , ,0,0,4c39849b9eff259208aca12add09b717d9caf2e3afbb8744b1c5dcd06ec9c399,0,1,0,0, , , ,0,0, , , , 
4222,Skuhl,skuhl,Outer Rim, , , ,0,0,575625f8c65c5a8b2ad7abd4ae07fa7af5845c37941023c9949a6c69eeb4d7ac,0,1,0,0, , , ,0,0, , , , 
4223,Skustell,skustell,Outer Rim,Tarabba sector,Skustell Cluster,N-19,0,0,44c6fd6f1ee97ae71a519636ca40fb37ae7bc7a3e4fd6c4a783f899c06663485,0,1,1,0, , , ,0,0, , , , 
4224,Skuumaa,skuumaa, , , , ,0,0,8029221fc23c3819d9d39b69249aedbb4810045fb6badf1b0c2c52ce3b8846dd,0,0,1,0, , , ,0,0, , , , 
4225,Slag,slag, , , , ,0,0,08795bd4292a3c6cc8cc59cae6ffd1e1d3dbc59dc49ae7ea300a7e53b918fb4d,0,0,1,0, , , ,0,0, , , , 
4226,Sljee,sljee, , , , ,0,0,70ab1c6015b2418d4dde72fba31e72180485ae0c7b7ce6f969e47309d55138ee,0,0,1,0, , , ,0,0, , , , 
4227,Sluudren,sluudren, , , , ,0,0,df49b930d2864ec652d5c3b4d1a16a3a45f717070974eb2276bce0dc3bbf92bf,0,0,1,0, , , ,0,0, , , , 
4228,Smarck,smarck, , , , ,0,0,d0d81fef612994f8ea604d85f856eb5a83d563f4662d688e59262b1c47376799,0,0,1,0, , , ,0,0, , , , 
4229,Snake's Den,snake s den, , , , ,0,0,2c4ce0087a32470423cc6f538c15d0ff0057d089e3db18fbf2a4b1769026cf7f,0,0,1,0, , , ,0,0, , , , 
4230,Socco,socco,Core Worlds,Corellian sector,Outlier systems, ,0,0,caeb3dc642e9c7063e24e53edda1fd2b621bb3dfe7cbbfa18631feb48f0d69bd,0,0,1,0, , , ,0,0, , , , 
4231,Solacton,solacton, , , , ,0,0,62c760a0bcd904a568a8113f9fa2491c7f516849f881b878c5e62dd95ea7038c,0,0,1,0, , , ,0,0, , , , 
4232,Solaest,solaest, , , , ,0,0,30c946368a028a9d9a13a401149e96ff34b0d0f71dda12d81b06f5a40bec314d,0,0,1,0, , , ,0,0, , , , 
4233,Solag,solag, , , , ,0,0,5363478a7ce63bd927de32ff9c7cdfc47122a7cdff17dbf32bf9f5c3936bfd09,0,0,1,0, , , ,0,0, , , , 
4234,Solanus,solanus, , , , ,0,0,baf36840573c067d55bad1ae878ce5e05cb9ecf4048d3dba1b133f044ad4e6b8,0,0,1,0, , , ,0,0, , , , 
4235,Solay,solay, , , , ,0,0,5319eea2ce6ce24d875cf306b248adb54491c304e28b9b98eacf9c544deca9cd,0,0,1,0, , , ,0,0, , , , 
4236,Solem,solem, , , , ,0,0,88c6f86c3bba5b428dc209db25cb4903c38f8643b4b2e61aceb5b5007b4cddbd,0,0,1,0, , , ,0,0, , , , 
4237,Sollace,sollace, , , , ,0,0,0c21b386bff38940cc824663f4fb4f98415e78a280f5debe3aaef47dd9d6e7ab,0,0,1,0, , , ,0,0, , , , 
4238,Somavva,somavva, , , , ,0,0,5866fc871a3e40ba1d3056bb0e3785cc52219ed5850c46da1768877ebc56b9f5,0,0,1,0, , , ,0,0, , , , 
4239,Son-tuul,son tuul,Outer Rim, , , ,0,0,61b7a257923441b00d0fae657e5073b341daabb9b76d912ed72c0cd39d73b3e8,0,1,0,0, , , ,0,0, , , , 
4240,Sondarr,sondarr, , , , ,0,0,e58680245409a9e5e2e7eef5f603244a71a5ed88e4321251b31782c434a1df09,0,0,1,0, , , ,0,0, , , , 
4241,Sooma,sooma, , , , ,0,0,e28a1422c22e3727831105fce21429f9d4281b28d64d07ffc384744bb1d25c00,0,0,1,0, , , ,0,0, , , , 
4242,Sorella,sorella, , , , ,0,0,4621362335378658f529fdbe027b57f98441fc26cf67e75d94affadb7b4286ab,0,0,1,0, , , ,0,0, , , , 
4243,Sorfina,sorfina, , , , ,0,0,463c1b449e84e0e05aa00a5ad12f7b5fef502122602d68c5e13af58a2ccf9537,0,0,1,0, , , ,0,0, , , , 
4244,Sorgan,sorgan, , , , ,0,0,c64a3cb0c89d999cc6e7740bbc60a78093d37dbf81ca2353942dae63157ac6bc,0,1,0,0, , , ,0,0, , , , 
4245,Sorimow,sorimow, , , , ,0,0,d225a6e396f539a187eea461d37eec095d4f20b9e1086aedad04622c3b648fb8,0,0,1,0, , , ,0,0, , , , 
4246,Sorl,sorl, , , , ,0,0,25f91622cb0c0243c474c210257a65347d1c598cbee7f49c09ae919153282b0f,0,0,1,0, , , ,0,0, , , , 
4247,Soronia,soronia, , , , ,0,0,a876b431041f9aaa6403304f837bd98187b00e1ce3cf397c6f96aa3430f265a7,0,0,1,0, , , ,0,0, , , , 
4248,Sorotarr VI,sorotarr vi, , , , ,0,0,666dbf15156e52a3b60e6ec2e5ca31b71b55e5792a3291376f692d6aa092cef0,0,0,1,0, , , ,0,0, , , , 
4249,Soterios,soterios, , , , ,0,0,e02e8de9087c4ec98536e9e18953936784873e1060d544c979e1db84a70d1f82,0,0,1,0, , , ,0,0, , , , 
4250,Sotipe,sotipe, , , , ,0,0,beb05bccd9731dddb5a05f71b864e103c29659f6a5ef102ba96fdcec3c03b74a,0,0,1,0, , , ,0,0, , , , 
4251,Spalex,spalex,Outer Rim, , , ,0,0,789b41494f48d55d9b76ec0d2ad8002a75216fc0d1916679aeadb6f0438353a4,0,1,0,0, , , ,0,0, , , , 
4252,Speco,speco, , , , ,0,0,4b86d538f01c16e8568cee952a653f4d6470a302a0ae2efdb1f8126baea66983,0,0,1,0, , , ,0,0, , , , 
4253,Spee,spee, , , , ,0,0,20ee2e0226c8e55da807c09684e5a39bb4c42f86902376a81893f7627b8d1709,0,0,1,0, , , ,0,0, , , , 
4254,Sperin,sperin, , , , ,0,0,ae9061d953c6545445bd0ce51908eafda8b96362deb4a8868a3652430b5f6088,0,0,1,0, , , ,0,0, , , , 
4255,Spinax III,spinax iii, , , , ,0,0,11dae0d8b01cfd8919f91285e41aa627d8cffabbbe69076293bd4682ca361a61,0,0,1,0, , , ,0,0, , , , 
4256,Spindrift,spindrift, , , , ,0,0,7daaa979305533bb6213f5380dcb929ebd1ec04005cb16281e0432b21e8809d3,0,0,1,0, , , ,0,0, , , , 
4257,Spoi,spoi, , , , ,0,0,a5189a80eae528a240397831faf3fcb8133fc6a480b8e8707d154638063ee64c,0,0,1,0, , , ,0,0, , , , 
4258,Spuma,spuma, , , , ,0,0,b4e07e05080cb4a25ea956048840a79aacfa3fb966c0abb3fffed859dc9d1cf5,0,0,1,0, , , ,0,0, , , , 
4259,Spunchina,spunchina, , , , ,0,0,170e748556b6296729adefa5a30b505550cd7c8740eb46715012dc87fc7d89f0,0,0,1,0, , , ,0,0, , , , 
4260,Stassia,stassia, , , , ,0,0,eae433ab30810493ce1e4d527b34fe313a9bf7055fe4c58889b757d2761ed2b4,0,0,1,0, , , ,0,0, , , , 
